Original Timestamp,Username,Hash Mode,Protections,Attack Type,Total Execution Time (ms),Full Breach Success
2026-01-08T22:25:15.065517+00:00,weak_user_0,sha256_salt,captcha,password_spraying,0.0,No
2026-01-08T22:25:15.079530+00:00,weak_user_1,sha256_salt,captcha,password_spraying,0.0,No
2026-01-08T22:25:15.095706+00:00,weak_user_2,sha256_salt,captcha,password_spraying,0.0,No
2026-01-08T22:25:15.109082+00:00,weak_user_3,sha256_salt,captcha,password_spraying,0.0,No
2026-01-08T22:25:15.122620+00:00,weak_user_4,sha256_salt,captcha,password_spraying,0.0,No
2026-01-08T22:25:15.135610+00:00,weak_user_5,sha256_salt,captcha,password_spraying,0.0,No
2026-01-08T22:25:15.151504+00:00,weak_user_6,sha256_salt,captcha,password_spraying,3.0,No
2026-01-08T22:25:15.164506+00:00,weak_user_7,sha256_salt,captcha,password_spraying,0.0,No
2026-01-08T22:25:15.177520+00:00,weak_user_8,sha256_salt,captcha,password_spraying,0.0,No
2026-01-08T22:25:15.184505+00:00,weak_user_9,sha256_salt,captcha,password_spraying,1.0,No
2026-01-08T22:25:15.197508+00:00,medium_user_0,sha256_salt,captcha,password_spraying,0.0,No
2026-01-08T22:25:15.210547+00:00,medium_user_1,sha256_salt,captcha,password_spraying,1.0,No
2026-01-08T22:25:15.219110+00:00,medium_user_2,sha256_salt,captcha,password_spraying,1.0,No
2026-01-08T22:25:15.232119+00:00,medium_user_3,sha256_salt,captcha,password_spraying,0.0,No
2026-01-08T22:25:15.245121+00:00,medium_user_4,sha256_salt,captcha,password_spraying,0.0,No
2026-01-08T22:25:15.259150+00:00,medium_user_5,sha256_salt,captcha,password_spraying,0.0,No
2026-01-08T22:25:15.271625+00:00,medium_user_6,sha256_salt,captcha,password_spraying,0.0,No
2026-01-08T22:25:15.285474+00:00,medium_user_7,sha256_salt,captcha,password_spraying,0.0,No
2026-01-08T22:25:15.300484+00:00,medium_user_8,sha256_salt,captcha,password_spraying,0.0,No
2026-01-08T22:25:15.312999+00:00,medium_user_9,sha256_salt,captcha,password_spraying,0.0,No
2026-01-08T22:25:15.322523+00:00,strong_user_0,sha256_salt,captcha,password_spraying,0.0,No
2026-01-08T22:25:15.326521+00:00,strong_user_1,sha256_salt,captcha,password_spraying,2.0,No
2026-01-08T22:25:15.340519+00:00,strong_user_2,sha256_salt,captcha,password_spraying,0.0,No
2026-01-08T22:25:15.354519+00:00,strong_user_3,sha256_salt,captcha,password_spraying,0.0,No
2026-01-08T22:25:15.368522+00:00,strong_user_4,sha256_salt,captcha,password_spraying,1.0,No
2026-01-08T22:25:15.385523+00:00,strong_user_5,sha256_salt,captcha,password_spraying,3.0,No
2026-01-08T22:25:15.398521+00:00,strong_user_6,sha256_salt,captcha,password_spraying,0.0,No
2026-01-08T22:25:15.411524+00:00,strong_user_7,sha256_salt,captcha,password_spraying,0.0,No
2026-01-08T22:25:15.419076+00:00,strong_user_8,sha256_salt,captcha,password_spraying,0.0,No
2026-01-08T22:25:15.432077+00:00,strong_user_9,sha256_salt,captcha,password_spraying,0.0,No
2026-01-09T01:07:26.049397+00:00,weak_user_0,sha256_salt,captcha,brute_force,10.0,No
