timestamp,username,hash_mode,active_protections,attack_type,result,latency_ms
2026-01-02 11:53:52,weak_user_0,bcrypt,captcha,password_spraying,success,245.48
2026-01-02 11:53:52,weak_user_1,bcrypt,captcha,password_spraying,failed,244.99
2026-01-02 11:53:53,weak_user_2,bcrypt,captcha,password_spraying,failed,244.49
2026-01-02 11:53:53,weak_user_3,bcrypt,captcha,password_spraying,failed,247.42
2026-01-02 11:53:53,weak_user_4,bcrypt,captcha,password_spraying,failed,251.57
2026-01-02 11:53:54,weak_user_5,bcrypt,captcha,password_spraying,failed,247.84
2026-01-02 11:53:54,weak_user_6,bcrypt,captcha,password_spraying,failed,243.97
2026-01-02 11:53:55,weak_user_7,bcrypt,captcha,password_spraying,failed,245.76
2026-01-02 11:53:55,weak_user_8,bcrypt,captcha,password_spraying,failed,293.5
2026-01-02 11:53:55,weak_user_9,bcrypt,captcha,password_spraying,failed,267.36
2026-01-02 11:53:56,medium_user_0,bcrypt,captcha,password_spraying,failed,240.93
2026-01-02 11:53:56,medium_user_1,bcrypt,captcha,password_spraying,failed,245.97
2026-01-02 11:53:56,medium_user_2,bcrypt,captcha,password_spraying,failed,244.77
2026-01-02 11:53:57,medium_user_3,bcrypt,captcha,password_spraying,failed,242.59
2026-01-02 11:53:57,medium_user_4,bcrypt,captcha,password_spraying,failed,246.87
2026-01-02 11:53:57,medium_user_5,bcrypt,captcha,password_spraying,failed,245.03
2026-01-02 11:53:58,medium_user_6,bcrypt,captcha,password_spraying,failed,246.32
2026-01-02 11:53:58,medium_user_7,bcrypt,captcha,password_spraying,failed,243.26
2026-01-02 11:53:58,medium_user_8,bcrypt,captcha,password_spraying,failed,248.33
2026-01-02 11:53:59,medium_user_9,bcrypt,captcha,password_spraying,failed,248.33
2026-01-02 11:53:59,strong_user_0,bcrypt,captcha,password_spraying,failed,246.41
2026-01-02 11:53:59,strong_user_1,bcrypt,captcha,password_spraying,failed,245.78
2026-01-02 11:54:00,strong_user_2,bcrypt,captcha,password_spraying,failed,248.24
2026-01-02 11:54:00,strong_user_3,bcrypt,captcha,password_spraying,failed,245.43
2026-01-02 11:54:00,strong_user_4,bcrypt,captcha,password_spraying,failed,255.08
2026-01-02 11:54:01,strong_user_5,bcrypt,captcha,password_spraying,failed,257.09
2026-01-02 11:54:01,strong_user_6,bcrypt,captcha,password_spraying,failed,250.92
2026-01-02 11:54:02,strong_user_7,bcrypt,captcha,password_spraying,failed,244.55
2026-01-02 11:54:02,strong_user_8,bcrypt,captcha,password_spraying,failed,242.12
2026-01-02 11:54:02,strong_user_9,bcrypt,captcha,password_spraying,failed,244.74
2026-01-02 11:54:03,weak_user_0,bcrypt,captcha,password_spraying,failed,245.42
2026-01-02 11:54:03,weak_user_1,bcrypt,captcha,password_spraying,success,241.9
2026-01-02 11:54:03,weak_user_2,bcrypt,captcha,password_spraying,failed,242.05
2026-01-02 11:54:04,weak_user_3,bcrypt,captcha,password_spraying,failed,246.1
2026-01-02 11:54:04,weak_user_4,bcrypt,captcha,password_spraying,failed,242.02
2026-01-02 11:54:04,weak_user_5,bcrypt,captcha,password_spraying,failed,248.28
2026-01-02 11:54:05,weak_user_6,bcrypt,captcha,password_spraying,failed,243.25
2026-01-02 11:54:05,weak_user_7,bcrypt,captcha,password_spraying,failed,243.66
2026-01-02 11:54:05,weak_user_8,bcrypt,captcha,password_spraying,failed,243.14
2026-01-02 11:54:06,weak_user_9,bcrypt,captcha,password_spraying,failed,250.48
2026-01-02 11:54:06,medium_user_0,bcrypt,captcha,password_spraying,failed,264.68
2026-01-02 11:54:06,medium_user_1,bcrypt,captcha,password_spraying,failed,246.75
2026-01-02 11:54:07,medium_user_2,bcrypt,captcha,password_spraying,failed,250.75
2026-01-02 11:54:07,medium_user_3,bcrypt,captcha,password_spraying,failed,248.3
2026-01-02 11:54:07,medium_user_4,bcrypt,captcha,password_spraying,failed,244.96
2026-01-02 11:54:08,medium_user_5,bcrypt,captcha,password_spraying,failed,242.15
2026-01-02 11:54:08,medium_user_6,bcrypt,captcha,password_spraying,failed,242.19
2026-01-02 11:54:08,medium_user_7,bcrypt,captcha,password_spraying,failed,251.02
2026-01-02 11:54:09,medium_user_8,bcrypt,captcha,password_spraying,failed,239.25
2026-01-02 11:54:09,medium_user_9,bcrypt,captcha,password_spraying,failed,247.34
2026-01-02 11:54:10,strong_user_0,bcrypt,captcha,password_spraying,failed,257.84
2026-01-02 11:54:10,strong_user_1,bcrypt,captcha,password_spraying,failed,243.86
2026-01-02 11:54:10,strong_user_2,bcrypt,captcha,password_spraying,failed,248.46
2026-01-02 11:54:11,strong_user_3,bcrypt,captcha,password_spraying,failed,250.39
2026-01-02 11:54:11,strong_user_4,bcrypt,captcha,password_spraying,failed,261.9
2026-01-02 11:54:11,strong_user_5,bcrypt,captcha,password_spraying,failed,243.93
2026-01-02 11:54:12,strong_user_6,bcrypt,captcha,password_spraying,failed,248.78
2026-01-02 11:54:12,strong_user_7,bcrypt,captcha,password_spraying,failed,242.82
2026-01-02 11:54:12,strong_user_8,bcrypt,captcha,password_spraying,failed,244.06
2026-01-02 11:54:13,strong_user_9,bcrypt,captcha,password_spraying,failed,248.41
2026-01-02 11:54:13,weak_user_0,bcrypt,captcha,password_spraying,failed,245.99
2026-01-02 11:54:13,weak_user_1,bcrypt,captcha,password_spraying,failed,245.09
2026-01-02 11:54:14,weak_user_2,bcrypt,captcha,password_spraying,failed,247.16
2026-01-02 11:54:14,weak_user_3,bcrypt,captcha,password_spraying,failed,243.98
2026-01-02 11:54:14,weak_user_4,bcrypt,captcha,password_spraying,success,241.93
2026-01-02 11:54:15,weak_user_5,bcrypt,captcha,password_spraying,failed,242.32
2026-01-02 11:54:15,weak_user_6,bcrypt,captcha,password_spraying,failed,246.28
2026-01-02 11:54:15,weak_user_7,bcrypt,captcha,password_spraying,failed,245.04
2026-01-02 11:54:16,weak_user_8,bcrypt,captcha,password_spraying,failed,243.05
2026-01-02 11:54:16,weak_user_9,bcrypt,captcha,password_spraying,failed,246.76
2026-01-02 11:54:16,medium_user_0,bcrypt,captcha,password_spraying,failed,243.86
2026-01-02 11:54:17,medium_user_1,bcrypt,captcha,password_spraying,failed,250.61
2026-01-02 11:54:17,medium_user_2,bcrypt,captcha,password_spraying,failed,245.06
2026-01-02 11:54:18,medium_user_3,bcrypt,captcha,password_spraying,failed,245.14
2026-01-02 11:54:18,medium_user_4,bcrypt,captcha,password_spraying,failed,244.18
2026-01-02 11:54:18,medium_user_5,bcrypt,captcha,password_spraying,failed,243.25
2026-01-02 11:54:19,medium_user_6,bcrypt,captcha,password_spraying,failed,247.44
2026-01-02 11:54:19,medium_user_7,bcrypt,captcha,password_spraying,failed,246.75
2026-01-02 11:54:19,medium_user_8,bcrypt,captcha,password_spraying,failed,241.1
2026-01-02 11:54:20,medium_user_9,bcrypt,captcha,password_spraying,failed,243.22
2026-01-02 11:54:20,strong_user_0,bcrypt,captcha,password_spraying,failed,251.5
2026-01-02 11:54:20,strong_user_1,bcrypt,captcha,password_spraying,failed,245.6
2026-01-02 11:54:21,strong_user_2,bcrypt,captcha,password_spraying,failed,253.96
2026-01-02 11:54:21,strong_user_3,bcrypt,captcha,password_spraying,failed,242.59
2026-01-02 11:54:21,strong_user_4,bcrypt,captcha,password_spraying,failed,249.5
2026-01-02 11:54:22,strong_user_5,bcrypt,captcha,password_spraying,failed,249.88
2026-01-02 11:54:22,strong_user_6,bcrypt,captcha,password_spraying,failed,243.66
2026-01-02 11:54:22,strong_user_7,bcrypt,captcha,password_spraying,failed,245.52
2026-01-02 11:54:23,strong_user_8,bcrypt,captcha,password_spraying,failed,243.9
2026-01-02 11:54:23,strong_user_9,bcrypt,captcha,password_spraying,failed,240.55
2026-01-02 11:54:23,weak_user_0,bcrypt,captcha,brute_force,success,245.1
