timestamp,username,hash_mode,active_protections,attack_type,result,latency_ms
2026-01-02 11:55:30,weak_user_0,bcrypt,"pepper, totp, rate_limit, lockout, captcha",password_spraying,success,244.63
2026-01-02 11:55:30,weak_user_1,bcrypt,"pepper, totp, rate_limit, lockout, captcha",password_spraying,failed,245.91
2026-01-02 11:55:30,weak_user_2,bcrypt,"pepper, totp, rate_limit, lockout, captcha",password_spraying,failed,242.03
2026-01-02 11:55:31,weak_user_3,bcrypt,"pepper, totp, rate_limit, lockout, captcha",password_spraying,failed,243.43
2026-01-02 11:55:31,weak_user_4,bcrypt,"pepper, totp, rate_limit, lockout, captcha",password_spraying,failed,245.59
2026-01-02 11:55:31,weak_user_5,bcrypt,"pepper, totp, rate_limit, lockout, captcha",password_spraying,failed,243.09
2026-01-02 11:55:32,weak_user_6,bcrypt,"pepper, totp, rate_limit, lockout, captcha",password_spraying,failed,244.64
2026-01-02 11:55:32,weak_user_7,bcrypt,"pepper, totp, rate_limit, lockout, captcha",password_spraying,failed,242.19
2026-01-02 11:55:32,weak_user_8,bcrypt,"pepper, totp, rate_limit, lockout, captcha",password_spraying,failed,241.68
2026-01-02 11:55:33,weak_user_9,bcrypt,"pepper, totp, rate_limit, lockout, captcha",password_spraying,failed,244.12
2026-01-02 11:55:33,medium_user_0,bcrypt,"pepper, totp, rate_limit, lockout, captcha",password_spraying,failed,243.63
2026-01-02 11:55:33,medium_user_1,bcrypt,"pepper, totp, rate_limit, lockout, captcha",password_spraying,failed,239.67
2026-01-02 11:55:34,medium_user_2,bcrypt,"pepper, totp, rate_limit, lockout, captcha",password_spraying,failed,246.08
2026-01-02 11:55:34,medium_user_3,bcrypt,"pepper, totp, rate_limit, lockout, captcha",password_spraying,failed,243.35
2026-01-02 11:55:34,medium_user_4,bcrypt,"pepper, totp, rate_limit, lockout, captcha",password_spraying,failed,254.17
2026-01-02 11:55:35,medium_user_5,bcrypt,"pepper, totp, rate_limit, lockout, captcha",password_spraying,failed,241.3
2026-01-02 11:55:35,medium_user_6,bcrypt,"pepper, totp, rate_limit, lockout, captcha",password_spraying,failed,243.59
2026-01-02 11:55:35,medium_user_7,bcrypt,"pepper, totp, rate_limit, lockout, captcha",password_spraying,failed,245.93
